protocol,packet_size,src_bytes,dst_bytes,src_ip,dest_ip,service,tcp_flags,error_rate,wrong_fragment,count,is_threat,attack_type
udp,659,206.0,453.0,192.168.1.161,10.0.0.59,ntp,,0.1526269201960484,0,9,1,DoS
tcp,1073,577.0,496.0,192.168.1.231,10.0.0.5,ftp_data,SF,0.0885100237256576,0,15,1,U2R
tcp,647,222.0,425.0,192.168.1.72,10.0.0.238,ftp_data,SR,0.5384715456298791,0,19,1,R2L
tcp,263,13.0,250.0,192.168.1.5,10.0.0.105,ftp,S,0.160371565745801,0,45,1,R2L
udp,5964,963.0,5001.0,192.168.1.92,10.0.0.52,ntp,,0.1051040883979848,0,23,1,R2L
icmp,5397,1663.0,3734.0,192.168.1.172,10.0.0.181,eco_i,,0.1287941646955459,1,40,1,DoS
tcp,838,454.0,384.0,192.168.1.88,10.0.0.136,ssh,SF,0.0156360176350615,0,4,0,BENIGN
tcp,774,468.0,306.0,192.168.1.156,10.0.0.130,ssh,SF,0.030217041874545,0,1,0,BENIGN
tcp,3665,806.0,2859.0,192.168.1.156,10.0.0.93,ftp_data,SF,0.0438877480661152,0,7,0,BENIGN
tcp,956,177.0,779.0,192.168.1.177,10.0.0.234,ftp,S,0.1936499454585008,0,35,1,U2R
tcp,2459,640.0,1819.0,192.168.1.198,10.0.0.89,ftp_data,SF,0.0039378075999037,0,14,0,BENIGN
tcp,1025,488.0,537.0,192.168.1.96,10.0.0.159,telnet,SF,0.1326389998594876,0,5,0,BENIGN
tcp,5794,1756.0,4038.0,192.168.1.179,10.0.0.213,http,SF,0.2915595094011262,0,6,0,BENIGN
tcp,835,178.0,657.0,192.168.1.172,10.0.0.83,ftp_data,S,0.1481113868032012,0,49,1,U2R
tcp,3167,1737.0,1430.0,192.168.1.153,10.0.0.94,smtp,SF,0.0260782544995938,0,1,0,BENIGN
tcp,4413,1047.0,3366.0,192.168.1.251,10.0.0.205,http,SF,0.0375462162869024,0,6,0,BENIGN
tcp,5325,2053.0,3272.0,192.168.1.169,10.0.0.216,ssh,R,0.0249515797538046,0,14,0,BENIGN
tcp,2119,440.0,1679.0,192.168.1.217,10.0.0.76,ssh,SF,0.0689005739784483,0,16,0,BENIGN
tcp,1616,138.0,1478.0,192.168.1.212,10.0.0.206,ssh,SF,0.0870815106381027,0,19,0,BENIGN
tcp,2490,1378.0,1112.0,192.168.1.169,10.0.0.249,http,SF,0.2331524513045469,0,8,0,BENIGN
tcp,3746,2002.0,1744.0,192.168.1.10,10.0.0.62,http,SF,0.0010493586879695,0,18,0,BENIGN
tcp,3142,1074.0,2068.0,192.168.1.14,10.0.0.242,ftp,R,0.0219479366779909,0,3,1,R2L
tcp,3017,879.0,2138.0,192.168.1.212,10.0.0.7,telnet,SF,0.1100286375441343,0,4,0,BENIGN
icmp,2177,1076.0,1101.0,192.168.1.136,10.0.0.180,eco_i,,0.0127427865385735,0,16,0,BENIGN
icmp,1680,76.0,1604.0,192.168.1.69,10.0.0.36,eco_i,,0.5354816088783305,2,44,1,DoS
icmp,902,158.0,744.0,192.168.1.137,10.0.0.112,eco_i,,0.3556014575395871,0,99,1,DoS
tcp,2840,759.0,2081.0,192.168.1.137,10.0.0.98,ssh,R,0.1782199860728311,0,16,0,BENIGN
icmp,2470,514.0,1956.0,192.168.1.113,10.0.0.37,eco_i,,0.1619298651456677,0,17,0,BENIGN
udp,1049,728.0,321.0,192.168.1.134,10.0.0.252,dns,,0.1005788771448883,0,3,0,BENIGN
tcp,1689,651.0,1038.0,192.168.1.68,10.0.0.164,ssh,SF,0.0077185130950386,0,7,0,BENIGN
udp,1688,467.0,1221.0,192.168.1.90,10.0.0.147,time,,0.0251103523688804,0,12,0,BENIGN
udp,2590,1457.0,1133.0,192.168.1.114,10.0.0.107,time,,0.0718735548806274,0,16,0,BENIGN
tcp,2023,710.0,1313.0,192.168.1.107,10.0.0.153,ftp_data,R,0.2519279106973521,0,37,1,DoS
tcp,735,403.0,332.0,192.168.1.235,10.0.0.222,http,R,0.0399255025297912,0,2,0,BENIGN
tcp,3007,364.0,2643.0,192.168.1.199,10.0.0.189,smtp,S,0.1020080478684926,0,5,0,BENIGN
tcp,1041,105.0,936.0,192.168.1.203,10.0.0.211,telnet,SF,0.0263270676109492,0,8,0,BENIGN
tcp,2582,1223.0,1359.0,192.168.1.30,10.0.0.115,http,SR,0.4231665123218878,0,22,1,U2R
udp,2177,717.0,1460.0,192.168.1.246,10.0.0.89,time,,0.0066212722198584,0,3,0,BENIGN
udp,2557,1801.0,756.0,192.168.1.188,10.0.0.185,time,,0.1344327552832125,0,10,0,BENIGN
tcp,1581,153.0,1428.0,192.168.1.3,10.0.0.9,telnet,SF,0.1660052842136073,0,10,0,BENIGN
udp,4150,1112.0,3038.0,192.168.1.217,10.0.0.205,dns,,0.1560958677589128,0,10,0,BENIGN
udp,3107,1870.0,1237.0,192.168.1.160,10.0.0.90,dns,,0.0096296808011346,0,6,0,BENIGN
tcp,3093,1418.0,1675.0,192.168.1.176,10.0.0.93,ssh,SF,0.005059329570254,0,4,0,BENIGN
tcp,2720,445.0,2275.0,192.168.1.72,10.0.0.14,smtp,SF,0.0267559633348715,0,11,0,BENIGN
tcp,7488,319.0,7169.0,192.168.1.75,10.0.0.243,smtp,SF,0.032466473472671,0,3,0,BENIGN
tcp,731,625.0,106.0,192.168.1.173,10.0.0.20,smtp,S,0.278664784544656,0,13,1,R2L
udp,2247,921.0,1326.0,192.168.1.202,10.0.0.77,time,,0.037698057540824,0,6,0,BENIGN
udp,405,56.0,349.0,192.168.1.194,10.0.0.253,ntp,,0.1574905658254386,0,20,1,DoS
tcp,4399,787.0,3612.0,192.168.1.160,10.0.0.229,ftp_data,SF,0.0353146975448969,0,12,0,BENIGN
tcp,1059,973.0,86.0,192.168.1.58,10.0.0.242,http,SF,0.0997950585804547,0,4,0,BENIGN
tcp,2699,791.0,1908.0,192.168.1.95,10.0.0.123,http,R,0.0042932640603032,0,12,0,BENIGN
tcp,1056,196.0,860.0,192.168.1.124,10.0.0.51,ssh,S,0.144108425197465,0,49,1,U2R
tcp,2775,668.0,2107.0,192.168.1.135,10.0.0.23,ftp_data,SF,0.0830477132987903,0,17,0,BENIGN
tcp,1203,994.0,209.0,192.168.1.193,10.0.0.183,ssh,R,0.0564324963574603,0,10,0,BENIGN
udp,3550,1232.0,2318.0,192.168.1.45,10.0.0.210,ntp,,0.3917171112089606,0,6,0,BENIGN
tcp,1397,213.0,1184.0,192.168.1.172,10.0.0.54,ftp_data,SF,0.0292655150372518,0,14,0,BENIGN
udp,890,535.0,355.0,192.168.1.112,10.0.0.52,time,,0.0943381635587243,0,16,1,R2L
tcp,4623,748.0,3875.0,192.168.1.43,10.0.0.173,ftp_data,SF,0.1288208952065604,0,17,0,BENIGN
tcp,5778,1177.0,4601.0,192.168.1.124,10.0.0.198,telnet,SF,0.0953322632483614,0,12,0,BENIGN
tcp,1447,546.0,901.0,192.168.1.238,10.0.0.12,ssh,S,0.4787960323207865,0,20,1,R2L
tcp,3557,128.0,3429.0,192.168.1.235,10.0.0.60,ssh,R,0.3263445820920879,0,7,1,DoS
tcp,3717,476.0,3241.0,192.168.1.123,10.0.0.244,ftp_data,S,0.2252486539844231,0,7,0,BENIGN
udp,1577,121.0,1456.0,192.168.1.129,10.0.0.166,time,,0.1902751204184543,0,1,0,BENIGN
tcp,339,132.0,207.0,192.168.1.192,10.0.0.160,ftp,SR,0.1038375388319081,0,44,1,U2R
tcp,916,104.0,812.0,192.168.1.252,10.0.0.159,telnet,SF,0.4595357162490332,0,35,1,R2L
tcp,753,279.0,474.0,192.168.1.230,10.0.0.189,ftp,S,0.219038235867266,0,37,1,U2R
udp,2171,1029.0,1142.0,192.168.1.196,10.0.0.74,time,,0.0043726209469878,0,17,0,BENIGN
tcp,6186,2262.0,3924.0,192.168.1.222,10.0.0.145,telnet,SF,0.0388766531459955,0,12,0,BENIGN
icmp,1330,974.0,356.0,192.168.1.13,10.0.0.97,eco_i,,0.2044140666885662,0,14,1,Probe
icmp,1444,818.0,626.0,192.168.1.149,10.0.0.188,eco_i,,0.0105608469669627,0,5,0,BENIGN
tcp,3309,1097.0,2212.0,192.168.1.130,10.0.0.83,ssh,SF,0.1356979548341075,0,12,0,BENIGN
icmp,2259,394.0,1865.0,192.168.1.50,10.0.0.130,eco_i,,0.029360127379886,0,9,0,BENIGN
icmp,3829,539.0,3290.0,192.168.1.254,10.0.0.175,eco_i,,0.5901104602373299,0,14,1,Probe
tcp,3136,767.0,2369.0,192.168.1.240,10.0.0.97,http,SF,0.0164771108973579,0,9,0,BENIGN
tcp,2183,1105.0,1078.0,192.168.1.202,10.0.0.207,ftp,SF,0.1024808595738466,0,3,0,BENIGN
tcp,644,163.0,481.0,192.168.1.92,10.0.0.248,ftp,SF,0.062941179434123,0,4,0,BENIGN
tcp,1826,918.0,908.0,192.168.1.170,10.0.0.112,ssh,SF,0.0087800296339557,0,15,0,BENIGN
udp,4344,1615.0,2729.0,192.168.1.128,10.0.0.196,time,,0.0600420343632333,0,3,0,BENIGN
tcp,136,77.0,59.0,192.168.1.123,10.0.0.206,http,S,0.8747266130795707,0,349,1,DoS
tcp,1716,764.0,952.0,192.168.1.161,10.0.0.163,http,SF,0.2378941039008012,0,12,0,BENIGN
tcp,1107,411.0,696.0,192.168.1.159,10.0.0.56,ftp_data,SF,0.0778884113897339,0,7,0,BENIGN
tcp,1574,190.0,1384.0,192.168.1.212,10.0.0.146,telnet,S,0.0951284340972634,0,15,1,R2L
udp,2910,2091.0,819.0,192.168.1.28,10.0.0.138,time,,0.1780375260179248,2,39,1,DoS
tcp,2086,1172.0,914.0,192.168.1.21,10.0.0.64,ftp_data,SF,0.0142617191482284,0,6,0,BENIGN
tcp,8130,601.0,7529.0,192.168.1.52,10.0.0.215,smtp,SF,0.063092237723583,0,5,0,BENIGN
tcp,2216,1512.0,704.0,192.168.1.239,10.0.0.184,smtp,SF,0.1107819197467081,0,10,0,BENIGN
tcp,1341,799.0,542.0,192.168.1.218,10.0.0.79,ftp,SF,0.0095731411715063,0,15,0,BENIGN
tcp,2928,657.0,2271.0,192.168.1.175,10.0.0.58,ssh,SF,0.0989747542367781,0,1,0,BENIGN
tcp,2729,764.0,1965.0,192.168.1.234,10.0.0.15,telnet,R,0.0872173701076249,0,5,0,BENIGN
tcp,3995,134.0,3861.0,192.168.1.241,10.0.0.146,smtp,SF,0.0581773300864043,0,5,0,BENIGN
tcp,1513,436.0,1077.0,192.168.1.26,10.0.0.112,smtp,SR,0.0937820295702109,0,42,1,DoS
tcp,1620,207.0,1413.0,192.168.1.244,10.0.0.190,smtp,SF,0.0087795752653509,0,3,0,BENIGN
tcp,1718,688.0,1030.0,192.168.1.4,10.0.0.205,telnet,SF,0.0135591488873589,0,16,0,BENIGN
tcp,1139,14.0,1125.0,192.168.1.43,10.0.0.60,smtp,SF,0.3484999723048046,0,46,1,U2R
icmp,1425,166.0,1259.0,192.168.1.194,10.0.0.143,eco_i,,0.0289274318272838,0,9,0,BENIGN
tcp,666,436.0,230.0,192.168.1.215,10.0.0.91,ftp,SF,0.017478861807311,0,5,0,BENIGN
tcp,2078,1716.0,362.0,192.168.1.202,10.0.0.211,ftp,SF,0.1925586728463948,0,11,0,BENIGN
udp,1344,833.0,511.0,192.168.1.253,10.0.0.174,ntp,,0.0501893548963051,0,8,0,BENIGN
tcp,675,394.0,281.0,192.168.1.19,10.0.0.196,ssh,SF,0.0895602221719205,0,6,0,BENIGN
tcp,1936,549.0,1387.0,192.168.1.80,10.0.0.208,ssh,SF,0.1060552450583122,0,4,0,BENIGN
tcp,144,61.0,83.0,192.168.1.7,10.0.0.33,smtp,S,0.8050322778637138,0,410,1,DoS
udp,1647,1161.0,486.0,192.168.1.243,10.0.0.168,time,,0.0021287948076544,0,3,0,BENIGN
icmp,1495,374.0,1121.0,192.168.1.42,10.0.0.7,eco_i,,0.3679348427510107,0,36,1,Probe
tcp,696,311.0,385.0,192.168.1.59,10.0.0.109,http,SF,0.0995893712293465,0,11,0,BENIGN
tcp,2016,237.0,1779.0,192.168.1.34,10.0.0.132,ssh,SF,0.0105068532215014,0,4,0,BENIGN
tcp,1264,605.0,659.0,192.168.1.236,10.0.0.222,telnet,S,0.4323131573664389,0,49,1,U2R
icmp,730,2.0,728.0,192.168.1.61,10.0.0.119,eco_i,,0.2893644697013709,0,21,1,Probe
tcp,1503,278.0,1225.0,192.168.1.204,10.0.0.237,ftp,R,0.0295462181170353,0,7,0,BENIGN
tcp,4081,1518.0,2563.0,192.168.1.186,10.0.0.8,ssh,R,0.0466685434118496,0,12,0,BENIGN
tcp,912,556.0,356.0,192.168.1.56,10.0.0.85,ssh,SF,0.0529630927284643,0,13,0,BENIGN
udp,1605,36.0,1569.0,192.168.1.169,10.0.0.106,time,,0.2303575603723178,0,48,1,U2R
icmp,452,337.0,115.0,192.168.1.20,10.0.0.31,eco_i,,0.1581179613335276,0,366,1,DoS
tcp,1243,205.0,1038.0,192.168.1.241,10.0.0.185,ssh,SF,0.0543419480865493,0,5,0,BENIGN
udp,2401,1092.0,1309.0,192.168.1.3,10.0.0.243,time,,0.1169224707137387,0,11,0,BENIGN
icmp,1679,1232.0,447.0,192.168.1.56,10.0.0.160,eco_i,,0.2437930754999394,0,398,1,DoS
tcp,5467,2183.0,3284.0,192.168.1.44,10.0.0.2,ftp,R,0.0772260389937279,0,8,0,BENIGN
udp,1167,763.0,404.0,192.168.1.70,10.0.0.182,ntp,,0.0372892301514384,0,17,0,BENIGN
tcp,1227,702.0,525.0,192.168.1.216,10.0.0.140,http,SF,0.1051564712577942,0,13,0,BENIGN
tcp,1748,1144.0,604.0,192.168.1.40,10.0.0.206,ftp,S,0.3426039640707768,0,27,1,Probe
tcp,2346,313.0,2033.0,192.168.1.110,10.0.0.19,http,SF,0.0184890116543611,0,4,0,BENIGN
tcp,1434,564.0,870.0,192.168.1.252,10.0.0.104,ssh,SF,0.0387247894521527,0,15,0,BENIGN
tcp,1313,297.0,1016.0,192.168.1.209,10.0.0.196,ftp_data,S,0.4677284477555851,0,37,1,R2L
tcp,3223,2170.0,1053.0,192.168.1.89,10.0.0.178,telnet,SR,0.0400146902148374,0,33,1,R2L
tcp,3602,304.0,3298.0,192.168.1.236,10.0.0.232,http,SF,0.0293657231713574,0,8,0,BENIGN
tcp,1393,394.0,999.0,192.168.1.119,10.0.0.214,ftp,SF,0.0406566802781622,0,12,0,BENIGN
tcp,1771,806.0,965.0,192.168.1.156,10.0.0.205,ftp,SF,0.0051258733627352,0,15,0,BENIGN
tcp,1651,1278.0,373.0,192.168.1.30,10.0.0.207,http,SR,0.2296104044355388,0,48,1,U2R
icmp,2731,368.0,2363.0,192.168.1.175,10.0.0.156,eco_i,,0.0860757826287804,0,29,1,Probe
tcp,293,240.0,53.0,192.168.1.192,10.0.0.155,ftp,S,0.0614953162890715,0,12,1,U2R
udp,913,195.0,718.0,192.168.1.220,10.0.0.96,dns,,0.3324086798914398,0,33,1,U2R
tcp,2730,1431.0,1299.0,192.168.1.169,10.0.0.246,smtp,SF,0.0883816999020431,0,1,0,BENIGN
icmp,3942,2228.0,1714.0,192.168.1.40,10.0.0.33,eco_i,,0.1366960606982836,0,11,0,BENIGN
icmp,1613,1415.0,198.0,192.168.1.13,10.0.0.246,eco_i,,0.3665082311408618,0,10,1,Probe
tcp,4840,1320.0,3520.0,192.168.1.170,10.0.0.45,telnet,SF,0.0628040498857693,0,13,0,BENIGN
udp,3455,1790.0,1665.0,192.168.1.204,10.0.0.167,dns,,0.0037304595023026,0,8,0,BENIGN
tcp,444,131.0,313.0,192.168.1.82,10.0.0.167,http,S,0.0828824606766615,0,4,1,R2L
udp,964,503.0,461.0,192.168.1.177,10.0.0.39,dns,,0.1275055793869332,0,3,0,BENIGN
tcp,3395,1994.0,1401.0,192.168.1.173,10.0.0.179,smtp,SF,0.0020641310282499,0,16,0,BENIGN
tcp,897,181.0,716.0,192.168.1.204,10.0.0.199,ftp,SF,0.016951281185755,0,10,0,BENIGN
tcp,3347,383.0,2964.0,192.168.1.34,10.0.0.65,smtp,SF,0.0127568514223887,0,5,0,BENIGN
tcp,2903,925.0,1978.0,192.168.1.156,10.0.0.57,ssh,SF,0.148639750738472,0,5,0,BENIGN
tcp,2074,385.0,1689.0,192.168.1.52,10.0.0.127,smtp,SF,0.3520711875659695,0,16,0,BENIGN
icmp,142,57.0,85.0,192.168.1.38,10.0.0.241,eco_i,,0.4221622147850876,0,8,1,Probe
tcp,533,521.0,12.0,192.168.1.175,10.0.0.227,smtp,SR,0.5164320927358208,0,32,1,R2L
tcp,2362,808.0,1554.0,192.168.1.166,10.0.0.56,ftp,S,0.0452460229527525,0,10,0,BENIGN
tcp,3110,2415.0,695.0,192.168.1.252,10.0.0.18,ftp_data,SF,0.0607932048097644,0,14,0,BENIGN
udp,2738,655.0,2083.0,192.168.1.120,10.0.0.192,dns,,0.1468365236074716,0,13,0,BENIGN
icmp,2188,828.0,1360.0,192.168.1.134,10.0.0.100,eco_i,,0.6577137291699207,0,27,1,Probe
tcp,994,515.0,479.0,192.168.1.41,10.0.0.113,smtp,R,0.0481363096479284,0,5,0,BENIGN
icmp,369,193.0,176.0,192.168.1.205,10.0.0.240,eco_i,,0.1515220689036287,0,25,1,Probe
tcp,3052,1495.0,1557.0,192.168.1.191,10.0.0.197,ftp_data,SF,0.0857915234937522,0,4,0,BENIGN
tcp,1906,134.0,1772.0,192.168.1.232,10.0.0.217,ftp,S,0.2032651405355799,0,26,1,R2L
tcp,1271,333.0,938.0,192.168.1.182,10.0.0.238,smtp,SF,0.0205640784306445,0,9,0,BENIGN
icmp,2782,1547.0,1235.0,192.168.1.105,10.0.0.185,eco_i,,0.0622865038031648,0,2,0,BENIGN
tcp,2845,156.0,2689.0,192.168.1.179,10.0.0.55,ssh,S,0.2861322529242701,0,31,1,DoS
tcp,1531,889.0,642.0,192.168.1.63,10.0.0.143,ssh,SF,0.0477782736526023,0,8,0,BENIGN
tcp,750,633.0,117.0,192.168.1.179,10.0.0.196,telnet,SR,0.210530421329817,0,22,1,U2R
tcp,5851,452.0,5399.0,192.168.1.70,10.0.0.233,ftp,SF,0.1293522451848141,0,15,0,BENIGN
tcp,1745,416.0,1329.0,192.168.1.161,10.0.0.215,ssh,S,0.1973455000515466,0,47,1,R2L
tcp,2137,1361.0,776.0,192.168.1.117,10.0.0.149,ftp_data,SF,0.0531460599058016,0,7,0,BENIGN
tcp,261,194.0,67.0,192.168.1.158,10.0.0.119,ftp_data,S,0.2659526314035995,0,24,1,R2L
tcp,2808,1075.0,1733.0,192.168.1.46,10.0.0.148,ssh,SF,0.0037405364915559,0,10,0,BENIGN
udp,1408,356.0,1052.0,192.168.1.77,10.0.0.144,time,,0.1295018749830991,0,12,0,BENIGN
tcp,3727,2501.0,1226.0,192.168.1.186,10.0.0.18,ssh,SF,0.0525011080236481,0,17,0,BENIGN
tcp,1998,1140.0,858.0,192.168.1.219,10.0.0.186,http,SF,0.0069799154185344,0,4,0,BENIGN
tcp,2646,485.0,2161.0,192.168.1.169,10.0.0.81,telnet,R,0.0776508008032012,0,4,0,BENIGN
tcp,4545,972.0,3573.0,192.168.1.54,10.0.0.96,telnet,SF,0.0865369614420042,0,7,0,BENIGN
udp,1815,58.0,1757.0,192.168.1.125,10.0.0.221,ntp,,0.4242869098835082,0,12,1,DoS
icmp,4440,579.0,3861.0,192.168.1.203,10.0.0.1,eco_i,,0.1845615275333519,0,44,1,Probe
tcp,3058,80.0,2978.0,192.168.1.16,10.0.0.162,telnet,S,0.0679769679856908,0,24,1,DoS
tcp,1141,882.0,259.0,192.168.1.206,10.0.0.74,ftp_data,SF,0.1039730998819577,0,18,0,BENIGN
icmp,1020,370.0,650.0,192.168.1.80,10.0.0.225,eco_i,,0.5496532021474828,0,29,1,R2L
udp,509,272.0,237.0,192.168.1.50,10.0.0.8,dns,,0.3139407009383652,0,48,1,U2R
tcp,2784,2310.0,474.0,192.168.1.35,10.0.0.106,ssh,SF,0.0716776172093436,0,19,0,BENIGN
tcp,1436,458.0,978.0,192.168.1.249,10.0.0.17,telnet,SF,0.2332080216439187,0,4,0,BENIGN
icmp,332,178.0,154.0,192.168.1.138,10.0.0.46,eco_i,,0.1592385909631169,0,48,1,DoS
icmp,908,61.0,847.0,192.168.1.207,10.0.0.103,eco_i,,0.2790248510826348,0,25,1,Probe
tcp,4232,612.0,3620.0,192.168.1.122,10.0.0.138,ftp,SF,0.1237363541363859,0,13,0,BENIGN
udp,1371,612.0,759.0,192.168.1.41,10.0.0.193,time,,0.0600931451572315,0,15,0,BENIGN
tcp,2550,906.0,1644.0,192.168.1.52,10.0.0.9,telnet,SF,0.028983500755358,0,10,0,BENIGN
icmp,1089,679.0,410.0,192.168.1.117,10.0.0.208,eco_i,,0.4086866616577077,0,3,1,Probe
udp,4212,780.0,3432.0,192.168.1.41,10.0.0.136,time,,0.0393910700182369,0,13,0,BENIGN
tcp,3787,313.0,3474.0,192.168.1.176,10.0.0.97,http,R,0.2864974724718646,0,9,0,BENIGN
udp,2979,1153.0,1826.0,192.168.1.204,10.0.0.142,time,,0.0219618991584565,0,2,0,BENIGN
tcp,7248,605.0,6643.0,192.168.1.40,10.0.0.37,http,S,0.0891397289223366,0,16,0,BENIGN
udp,2009,125.0,1884.0,192.168.1.141,10.0.0.166,time,,0.5174326522199081,0,3,1,R2L
tcp,625,427.0,198.0,192.168.1.136,10.0.0.245,telnet,SR,0.0907897858027578,0,43,1,R2L
tcp,2989,848.0,2141.0,192.168.1.217,10.0.0.228,ftp,S,0.087571176695862,0,11,0,BENIGN
tcp,2772,1800.0,972.0,192.168.1.192,10.0.0.95,telnet,SF,0.0354192801020167,0,19,0,BENIGN
tcp,1701,966.0,735.0,192.168.1.127,10.0.0.129,ssh,SF,0.1922423129066701,0,4,0,BENIGN
tcp,4782,2338.0,2444.0,192.168.1.223,10.0.0.215,http,SF,0.0580745221168138,0,1,0,BENIGN
tcp,1629,916.0,713.0,192.168.1.170,10.0.0.139,ssh,SF,0.0634000426462049,0,15,0,BENIGN
tcp,1501,477.0,1024.0,192.168.1.13,10.0.0.228,telnet,SF,0.100806113656303,0,14,0,BENIGN
tcp,2267,200.0,2067.0,192.168.1.108,10.0.0.42,smtp,SF,0.0178033186396194,0,3,0,BENIGN
tcp,1637,1010.0,627.0,192.168.1.243,10.0.0.185,ftp_data,SF,0.1861300890882303,0,14,0,BENIGN
udp,4371,2783.0,1588.0,192.168.1.175,10.0.0.145,ntp,,0.056276797476074,0,9,0,BENIGN
tcp,1249,595.0,654.0,192.168.1.158,10.0.0.23,ftp_data,SF,0.0843078903944639,0,14,0,BENIGN
udp,4004,2735.0,1269.0,192.168.1.34,10.0.0.200,ntp,,0.1111904905746038,0,5,0,BENIGN
tcp,2920,1505.0,1415.0,192.168.1.104,10.0.0.30,telnet,SF,0.2634578302117974,0,7,0,BENIGN
tcp,1718,187.0,1531.0,192.168.1.242,10.0.0.118,http,SF,0.0375564424798385,0,15,0,BENIGN
tcp,579,75.0,504.0,192.168.1.85,10.0.0.210,http,S,0.1774489851875508,0,43,1,Probe
tcp,1848,90.0,1758.0,192.168.1.21,10.0.0.89,smtp,S,0.2072027792893553,0,36,1,R2L
tcp,950,397.0,553.0,192.168.1.104,10.0.0.142,smtp,S,0.0446990118720724,0,26,1,R2L
tcp,2467,148.0,2319.0,192.168.1.247,10.0.0.161,ssh,SF,0.0069806378208218,0,8,0,BENIGN
tcp,1724,86.0,1638.0,192.168.1.85,10.0.0.14,http,S,0.351470988088213,0,36,1,R2L
udp,935,172.0,763.0,192.168.1.155,10.0.0.216,time,,0.16620327366295,0,24,1,DoS
tcp,5467,421.0,5046.0,192.168.1.29,10.0.0.247,ftp_data,SF,0.087854045876807,0,11,0,BENIGN
tcp,2132,952.0,1180.0,192.168.1.70,10.0.0.182,telnet,R,0.0798589478223398,0,17,0,BENIGN
tcp,3658,952.0,2706.0,192.168.1.60,10.0.0.40,ftp_data,S,0.4709892665270849,0,44,1,Probe
tcp,1668,659.0,1009.0,192.168.1.177,10.0.0.208,ftp_data,SF,0.1252767344215718,0,7,0,BENIGN
tcp,4799,2505.0,2294.0,192.168.1.44,10.0.0.75,ftp_data,SF,0.3378016105276052,0,16,0,BENIGN
tcp,1153,765.0,388.0,192.168.1.125,10.0.0.139,ftp,S,0.6178697981074925,0,28,1,Probe
icmp,704,492.0,212.0,192.168.1.21,10.0.0.216,eco_i,,0.0238839862786996,0,23,1,R2L
udp,1364,883.0,481.0,192.168.1.246,10.0.0.200,dns,,0.2130635142092879,0,1,0,BENIGN
tcp,1627,1376.0,251.0,192.168.1.37,10.0.0.168,ftp_data,R,0.0268094817936816,0,5,0,BENIGN
tcp,2793,1523.0,1270.0,192.168.1.28,10.0.0.203,http,SF,0.0632860122935765,0,11,0,BENIGN
udp,2424,309.0,2115.0,192.168.1.141,10.0.0.51,time,,0.1472711956633338,0,11,0,BENIGN
tcp,3869,1653.0,2216.0,192.168.1.15,10.0.0.127,http,SF,0.0001869004252124,0,8,0,BENIGN
tcp,1628,1356.0,272.0,192.168.1.205,10.0.0.252,ftp,S,0.1957156071386413,0,9,0,BENIGN
tcp,491,294.0,197.0,192.168.1.42,10.0.0.121,ftp,SR,0.343708747010628,0,1,1,U2R
tcp,4085,3459.0,626.0,192.168.1.176,10.0.0.216,telnet,SF,0.1744092542344106,0,7,0,BENIGN
tcp,1776,930.0,846.0,192.168.1.180,10.0.0.104,telnet,SF,0.0402704575800134,0,13,0,BENIGN
udp,2966,385.0,2581.0,192.168.1.212,10.0.0.18,dns,,0.4168514653111814,0,13,1,R2L
tcp,1323,1089.0,234.0,192.168.1.6,10.0.0.180,ftp_data,SF,0.0618751022674938,0,19,0,BENIGN
tcp,2104,314.0,1790.0,192.168.1.8,10.0.0.123,http,SF,0.0080887959960287,0,12,0,BENIGN
icmp,3927,601.0,3326.0,192.168.1.200,10.0.0.241,eco_i,,0.0231576301498353,0,3,0,BENIGN
tcp,1114,356.0,758.0,192.168.1.90,10.0.0.113,ftp,SR,0.1427482001310872,0,31,1,R2L
tcp,1802,641.0,1161.0,192.168.1.34,10.0.0.44,ftp,SF,0.0372048422298451,0,8,0,BENIGN
udp,2897,2298.0,599.0,192.168.1.221,10.0.0.16,dns,,0.2359236248378705,0,42,1,R2L
tcp,1226,503.0,723.0,192.168.1.190,10.0.0.238,http,S,0.2141394221930986,0,44,1,U2R
tcp,4192,374.0,3818.0,192.168.1.27,10.0.0.94,telnet,R,0.1418088603502483,0,6,0,BENIGN
tcp,3794,673.0,3121.0,192.168.1.201,10.0.0.186,telnet,SF,0.1374920672582762,0,16,0,BENIGN
tcp,2708,472.0,2236.0,192.168.1.111,10.0.0.139,ftp,SF,0.0403959312382688,0,4,0,BENIGN
tcp,1193,4.0,1189.0,192.168.1.104,10.0.0.4,http,R,0.2948908655846152,0,22,1,R2L
icmp,2106,804.0,1302.0,192.168.1.135,10.0.0.185,eco_i,,0.4548358815500269,1,2,1,DoS
tcp,222,34.0,188.0,192.168.1.90,10.0.0.28,http,SR,0.2231904771748578,0,30,1,R2L
icmp,102,56.0,46.0,192.168.1.98,10.0.0.195,eco_i,,0.7997474570237215,0,266,1,DoS
tcp,4759,1116.0,3643.0,192.168.1.85,10.0.0.10,ftp,SF,0.0084929125023212,0,3,0,BENIGN
tcp,1852,1097.0,755.0,192.168.1.86,10.0.0.185,ftp_data,S,0.4146222495887871,0,17,1,U2R
tcp,290,19.0,271.0,192.168.1.93,10.0.0.199,ssh,R,0.5743472610778269,0,37,1,U2R
udp,1928,667.0,1261.0,192.168.1.216,10.0.0.209,ntp,,0.0071426869650862,0,2,0,BENIGN
